order_details_id,order_id,order_date,order_time,item_id,menu_item_id,item_name,category,price,hour
234,100,2023-02-01,1900-01-01 17:46:17,109,109,Korean Beef Bowl,Asian,17.95,17
235,101,2023-02-01,1900-01-01 17:51:33,102,102,Cheeseburger,American,13.95,17
236,101,2023-02-01,1900-01-01 17:51:33,113,113,Edamame,Asian,5.0,17
237,101,2023-02-01,1900-01-01 17:51:33,121,121,Cheese Quesadillas,Mexican,10.5,17
238,101,2023-02-01,1900-01-01 17:51:33,122,122,Chips & Salsa,Mexican,7.0,17
239,102,2023-02-01,1900-01-01 17:54:04,101,101,Hamburger,American,12.95,17
240,102,2023-02-01,1900-01-01 17:54:04,119,119,Chicken Torta,Mexican,11.95,17
241,103,2023-02-01,1900-01-01 18:02:09,123,123,Chips & Guacamole,Mexican,9.0,18
242,104,2023-02-01,1900-01-01 18:02:12,101,101,Hamburger,American,12.95,18
243,104,2023-02-01,1900-01-01 18:02:12,103,103,Hot Dog,American,9.0,18
244,104,2023-02-01,1900-01-01 18:02:12,127,127,Meat Lasagna,Italian,17.95,18
245,104,2023-02-01,1900-01-01 18:02:12,132,132,Eggplant Parmesan,Italian,16.95,18
246,105,2023-02-01,1900-01-01 18:12:01,109,109,Korean Beef Bowl,Asian,17.95,18
247,105,2023-02-01,1900-01-01 18:12:01,113,113,Edamame,Asian,5.0,18
248,105,2023-02-01,1900-01-01 18:12:01,119,119,Chicken Torta,Mexican,11.95,18
249,106,2023-02-01,1900-01-01 18:12:13,129,129,Mushroom Ravioli,Italian,15.5,18
250,106,2023-02-01,1900-01-01 18:12:13,122,122,Chips & Salsa,Mexican,7.0,18
251,107,2023-02-01,1900-01-01 18:25:09,102,102,Cheeseburger,American,13.95,18
252,107,2023-02-01,1900-01-01 18:25:09,117,117,Chicken Burrito,Mexican,12.95,18
253,107,2023-02-01,1900-01-01 18:25:09,122,122,Chips & Salsa,Mexican,7.0,18
254,107,2023-02-01,1900-01-01 18:25:09,132,132,Eggplant Parmesan,Italian,16.95,18
255,108,2023-02-01,1900-01-01 18:25:25,108,108,Tofu Pad Thai,Asian,14.5,18
256,108,2023-02-01,1900-01-01 18:25:25,109,109,Korean Beef Bowl,Asian,17.95,18
257,108,2023-02-01,1900-01-01 18:25:25,123,123,Chips & Guacamole,Mexican,9.0,18
258,109,2023-02-01,1900-01-01 18:27:50,110,110,Pork Ramen,Asian,17.95,18
259,109,2023-02-01,1900-01-01 18:27:50,117,117,Chicken Burrito,Mexican,12.95,18
260,109,2023-02-01,1900-01-01 18:27:50,113,113,Edamame,Asian,5.0,18
261,109,2023-02-01,1900-01-01 18:27:50,119,119,Chicken Torta,Mexican,11.95,18
262,110,2023-02-01,1900-01-01 18:36:19,107,107,Orange Chicken,Asian,16.5,18
263,110,2023-02-01,1900-01-01 18:36:19,111,111,California Roll,Asian,11.95,18
264,110,2023-02-01,1900-01-01 18:36:19,121,121,Cheese Quesadillas,Mexican,10.5,18
265,110,2023-02-01,1900-01-01 18:36:19,122,122,Chips & Salsa,Mexican,7.0,18
266,111,2023-02-01,1900-01-01 18:38:01,102,102,Cheeseburger,American,13.95,18
267,111,2023-02-01,1900-01-01 18:38:01,124,124,Spaghetti,Italian,14.5,18
268,111,2023-02-01,1900-01-01 18:38:01,113,113,Edamame,Asian,5.0,18
269,111,2023-02-01,1900-01-01 18:38:01,130,130,Shrimp Scampi,Italian,19.95,18
270,112,2023-02-01,1900-01-01 18:41:40,113,113,Edamame,Asian,5.0,18
271,113,2023-02-01,1900-01-01 18:50:21,102,102,Cheeseburger,American,13.95,18
272,113,2023-02-01,1900-01-01 18:50:21,129,129,Mushroom Ravioli,Italian,15.5,18
273,113,2023-02-01,1900-01-01 18:50:21,105,105,Mac & Cheese,American,7.0,18
274,114,2023-02-01,1900-01-01 18:59:32,113,113,Edamame,Asian,5.0,18
275,114,2023-02-01,1900-01-01 18:59:32,120,120,Steak Torta,Mexican,13.95,18
276,115,2023-02-01,1900-01-01 19:05:17,107,107,Orange Chicken,Asian,16.5,19
277,115,2023-02-01,1900-01-01 19:05:17,111,111,California Roll,Asian,11.95,19
278,115,2023-02-01,1900-01-01 19:05:17,106,106,French Fries,American,7.0,19
279,116,2023-02-01,1900-01-01 19:18:49,124,124,Spaghetti,Italian,14.5,19
280,117,2023-02-01,1900-01-01 19:23:02,118,118,Steak Burrito,Mexican,14.95,19
281,117,2023-02-01,1900-01-01 19:23:02,120,120,Steak Torta,Mexican,13.95,19
282,118,2023-02-01,1900-01-01 19:26:59,119,119,Chicken Torta,Mexican,11.95,19
283,118,2023-02-01,1900-01-01 19:26:59,131,131,Chicken Parmesan,Italian,17.95,19
284,119,2023-02-01,1900-01-01 19:32:29,125,125,Spaghetti & Meatballs,Italian,17.95,19
285,120,2023-02-01,1900-01-01 19:35:07,108,108,Tofu Pad Thai,Asian,14.5,19
286,120,2023-02-01,1900-01-01 19:35:07,109,109,Korean Beef Bowl,Asian,17.95,19
287,120,2023-02-01,1900-01-01 19:35:07,131,131,Chicken Parmesan,Italian,17.95,19
288,121,2023-02-01,1900-01-01 19:38:48,101,101,Hamburger,American,12.95,19
289,121,2023-02-01,1900-01-01 19:38:48,125,125,Spaghetti & Meatballs,Italian,17.95,19
290,121,2023-02-01,1900-01-01 19:38:48,120,120,Steak Torta,Mexican,13.95,19
291,121,2023-02-01,1900-01-01 19:38:48,105,105,Mac & Cheese,American,7.0,19
292,122,2023-02-01,1900-01-01 19:50:19,117,117,Chicken Burrito,Mexican,12.95,19
293,123,2023-02-01,1900-01-01 20:12:09,110,110,Pork Ramen,Asian,17.95,20
294,124,2023-02-01,1900-01-01 20:12:34,101,101,Hamburger,American,12.95,20
295,124,2023-02-01,1900-01-01 20:12:34,120,120,Steak Torta,Mexican,13.95,20
296,124,2023-02-01,1900-01-01 20:12:34,122,122,Chips & Salsa,Mexican,7.0,20
297,124,2023-02-01,1900-01-01 20:12:34,114,114,Potstickers,Asian,9.0,20
299,126,2023-02-01,1900-01-01 20:53:42,132,132,Eggplant Parmesan,Italian,16.95,20
300,127,2023-02-01,1900-01-01 20:58:23,113,113,Edamame,Asian,5.0,20
301,128,2023-02-01,1900-01-01 21:05:06,122,122,Chips & Salsa,Mexican,7.0,21
302,129,2023-02-01,1900-01-01 21:13:02,107,107,Orange Chicken,Asian,16.5,21
